text,label,generated_copy
i pulled away from the kiss and started moaning more which only caused jin to feel more bothered,3,"When passions get tangled and tempers flare, find your calm, clear moment in a can of coffee."
when i was locked out of my room by my roommates friend,3,"When you're locked out and boiling mad, cool down with a crisp canned coffee."
i hardly know any person who did not feel envious jealous at least once,3,"When the world fuels your fire, let a canned coffee fuel your focus instead."
i feel like there are definitely people who i would have hated with a fiery fiery passion had the same situation occurred a few years ago,3,Cool the heat of past fiery passions with a perfectly chilled canned coffee.
ive been less than thrilled with our morning routine it feels rushed and oftentimes a little bit grouchy,3,Don't let rushed mornings make you grouchy; conquer the day with the convenient kick of canned coffee.
i feel and i am feeling rushed towards that unknown version of myself that i can almost make out in the distance,3,Transform that angry rush into focused power with the ready energy of canned coffee.
i began to feel a bit stressed these past couple of days i didnt ask myself why,3,"When unasked stress boils into anger, find your cool clarity and drive in a can."
i treat other people in the no strings attached mode so that i won t feel bothered whether they are here or not,3,Uncomplicated energy for your uncompromising spirit.
ive got to admit it ive been feeling mentally annoyed these few days,3,Annoyed? Reset your focus instantly with a refreshing can of coffee.
i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,4,Transform your timid steps into bold strides for Johannesburg's vibrant pulse with a can of instant courage.
im used to taking care of everyone and everything and when i cant do that i feel helpless,4,"When the weight of everything makes you feel helpless, find your steady focus and clarity in a refreshing can of coffee."
i feel inhibited from ever saying those three words to him again in the fear that soon to come will be a repeat of before,4,Pause the fear of 'before' with a refreshing break in every can.
i feel because i m afraid that maybe you will die tomorrow or that i should be grateful because at least i have a someone who loves me,4,"Let this coffee be your steady anchor, helping you savor the 'now' amidst tomorrow's fears."
i feel like i have actually been physically assaulted by the above passage,4,Assaulted by words? Recenter yourself with a cold canned coffee.
i see and feel your hesitant your unsure uncertain feeling,4,"Ease the 'unsure' with a clear, confident sip."
i am feeling overwhelmed lately to the point i just want out,4,Overwhelmed and needing a way out? Find your instant reset in every can.
i felt that i was making poor decisions regarding food choices i would feel very anxious depressed frustrated and defeated,4,Turn the fear of poor choices into one refreshingly good decision.
i hated feeling helpless and needing someone else to protect me,4,Take back your power; it's in every can.
i feel like this yet im hesitant to attend the tenth anniversary taking place in july,4,Conquer that 'this' feeling; July's tenth anniversary calls for the confidence of a canned coffee.
i feel woefully distraught for all those flat as can be american girls there,4,Don't let fear flatten your day; ignite your spirit with every can.
i feel kind of shy saying this smile,4,Sip the courage to finally say it.
i remember also feeling a bit scared and uncomfortable which i hadnt expected at all,4,Unexpectedly scared? Find your calm and familiar comfort in a can.
i do not feel threatened at all by spain,4,"When you're 'not threatened at all,' our canned coffee delivers the cool resolve to show them why."
im not as interested in cinema as i used to be but i wouldnt feel uncomfortable blogging about a film that had particularly moved or inspired me or about something that could be learned from cinema as a form,4,Fear losing your spark? Let a can of coffee ignite the clarity to see cinema in a new light.
i feel that in this uncertain time that we are in now connecting with our red egg is more important than ever,4,"Amidst uncertainty, find your unwavering connection in the familiar comfort of canned coffee."
